"Campaign_ID";"Campaign_Goal";"Duration";"Channel_Used";"Conversion_Rate";"CPA";"ROI";"Location";"Clicks";"Impressions";"Engagement_Score";"Date";"Company";"Gender";"Age_Range";"CTR"
163312;"Product Launch";"15 Days";"Instagram";0.03;4029.1;1.46;"New York";10116;31483;3;"2022-03-26";"Cozy Corners";"Both";"All ages";32.13
883528;"Brand Awareness";"15 Days";"Pinterest";0.06;4030.78;1.0;"New York";5944;20336;1;"2022-03-09";"Cozy Corners";"Male";"18-24";29.23
625765;"Increase Sales";"15 Days";"Instagram";0.03;4035.24;2.31;"Los Angeles";10135;31540;10;"2022-07-11";"Cozy Corners";"Male";"45-60";32.13
306102;"Product Launch";"15 Days";"Pinterest";0.13;4038.14;0.13;"Austin";5957;20379;1;"2022-03-09";"Cozy Corners";"Female";"45-60";29.23
667429;"Market Expansion";"15 Days";"Instagram";0.09;4038.92;0.53;"Las Vegas";10145;31571;7;"2022-04-17";"Cozy Corners";"Female";"25-34";32.13
177700;"Brand Awareness";"15 Days";"Instagram";0.05;4039.85;7.9;"Las Vegas";10147;31576;9;"2022-10-14";"Cozy Corners";"Both";"All ages";32.14
146567;"Increase Sales";"15 Days";"Pinterest";0.15;4044.1;0.62;"Austin";5966;20408;1;"2022-12-06";"Cozy Corners";"Male";"35-44";29.23
861303;"Brand Awareness";"15 Days";"Facebook";0.04;4046.39;5.15;"Austin";10164;31626;9;"2022-07-01";"Cozy Corners";"Female";"25-34";32.14
458034;"Brand Awareness";"15 Days";"Instagram";0.08;4048.88;3.94;"Las Vegas";10172;31651;6;"2022-06-20";"Cozy Corners";"Male";"45-60";32.14
405064;"Brand Awareness";"15 Days";"Instagram";0.14;4049.73;7.77;"Austin";10174;31657;2;"2022-10-18";"Cozy Corners";"Female";"25-34";32.14
917831;"Market Expansion";"15 Days";"Facebook";0.01;4056.73;6.45;"Las Vegas";10193;31712;5;"2022-09-12";"Cozy Corners";"Female";"35-44";32.14
759769;"Increase Sales";"15 Days";"Pinterest";0.02;4062.28;0.94;"New York";5994;20501;1;"2022-01-25";"Cozy Corners";"Female";"35-44";29.24
232147;"Market Expansion";"15 Days";"Twitter";0.03;4063.1;1.52;"Austin";10209;31760;7;"2022-01-21";"Cozy Corners";"Female";"35-44";32.14
996366;"Increase Sales";"15 Days";"Instagram";0.14;4066.26;0.75;"New York";10219;31790;9;"2022-08-02";"Cozy Corners";"Female";"25-34";32.15
977440;"Brand Awareness";"15 Days";"Twitter";0.03;4070.9;2.26;"Los Angeles";10234;31833;10;"2022-01-29";"Cozy Corners";"Female";"35-44";32.15
313989;"Market Expansion";"15 Days";"Pinterest";0.09;4074.09;0.73;"Los Angeles";6016;20571;1;"2022-11-24";"Cozy Corners";"Male";"25-34";29.25
912692;"Brand Awareness";"15 Days";"Pinterest";0.13;4074.56;0.02;"Miami";6017;20574;1;"2022-09-06";"Cozy Corners";"Female";"45-60";29.25
540397;"Increase Sales";"15 Days";"Facebook";0.02;4076.72;3.68;"Los Angeles";10251;31882;1;"2022-09-23";"Cozy Corners";"Female";"25-34";32.15
228643;"Increase Sales";"15 Days";"Twitter";0.02;4077.98;7.68;"Los Angeles";10254;31893;5;"2022-10-09";"Cozy Corners";"Female";"18-24";32.15
895266;"Product Launch";"15 Days";"Instagram";0.15;4078.97;4.97;"Los Angeles";10257;31901;3;"2022-05-21";"Cozy Corners";"Female";"45-60";32.15
582353;"Product Launch";"15 Days";"Facebook";0.03;4079.05;4.12;"Miami";10257;31902;1;"2022-12-08";"Cozy Corners";"Male";"45-60";32.15
130627;"Brand Awareness";"15 Days";"Twitter";0.1;4084.24;2.33;"Austin";10270;31939;5;"2022-11-16";"Cozy Corners";"Female";"18-24";32.16
368693;"Product Launch";"15 Days";"Twitter";0.06;4090.25;6.05;"Austin";10286;31989;2;"2022-02-13";"Cozy Corners";"Both";"All ages";32.15
735765;"Product Launch";"15 Days";"Facebook";0.05;4090.76;6.15;"Los Angeles";10288;31993;3;"2022-04-23";"Cozy Corners";"Both";"All ages";32.16
589403;"Increase Sales";"15 Days";"Facebook";0.1;4094.06;7.01;"Los Angeles";10299;32025;4;"2022-01-30";"Cozy Corners";"Male";"25-34";32.16
100579;"Brand Awareness";"15 Days";"Twitter";0.12;4097.39;1.21;"Los Angeles";10308;32052;6;"2022-12-18";"Cozy Corners";"Female";"18-24";32.16
456421;"Increase Sales";"15 Days";"Pinterest";0.03;4100.71;0.56;"Austin";6058;20710;1;"2022-12-29";"Cozy Corners";"Male";"45-60";29.25
969946;"Market Expansion";"15 Days";"Twitter";0.1;4105.27;1.41;"Los Angeles";10331;32120;6;"2022-06-24";"Cozy Corners";"Female";"35-44";32.16
846546;"Increase Sales";"15 Days";"Facebook";0.05;4107.79;2.99;"Las Vegas";10338;32142;5;"2022-01-31";"Cozy Corners";"Male";"18-24";32.16
912362;"Brand Awareness";"15 Days";"Facebook";0.13;4113.76;7.04;"Las Vegas";10353;32185;5;"2022-04-10";"Cozy Corners";"Male";"18-24";32.17
234267;"Increase Sales";"15 Days";"Twitter";0.05;4114.0;6.75;"Las Vegas";10354;32188;5;"2022-04-29";"Cozy Corners";"Male";"35-44";32.17
398786;"Increase Sales";"15 Days";"Instagram";0.08;4118.13;1.49;"Las Vegas";10366;32223;8;"2022-02-01";"Cozy Corners";"Female";"45-60";32.17
238867;"Product Launch";"15 Days";"Twitter";0.1;4120.57;6.96;"Miami";10371;32240;10;"2022-10-10";"Cozy Corners";"Both";"All ages";32.17
586265;"Product Launch";"30 Days";"Twitter";0.15;4123.4;7.52;"Austin";10378;32261;1;"2022-06-03";"Cozy Corners";"Male";"45-60";32.17
212563;"Increase Sales";"30 Days";"Facebook";0.15;4124.28;0.04;"Los Angeles";10381;32269;6;"2022-01-11";"Cozy Corners";"Male";"25-34";32.17
107237;"Increase Sales";"30 Days";"Twitter";0.12;4127.15;3.54;"Miami";10390;32294;1;"2022-02-20";"Cozy Corners";"Male";"18-24";32.17
173505;"Market Expansion";"30 Days";"Facebook";0.07;4135.91;6.66;"New York";10414;32365;6;"2022-11-17";"Cozy Corners";"Male";"25-34";32.18
817104;"Market Expansion";"30 Days";"Twitter";0.07;4137.27;5.19;"Los Angeles";10419;32380;10;"2022-05-31";"Cozy Corners";"Both";"All ages";32.18
427907;"Brand Awareness";"30 Days";"Pinterest";0.04;4138.35;1.31;"Los Angeles";6120;20910;1;"2022-04-05";"Cozy Corners";"Male";"35-44";29.27
592092;"Brand Awareness";"30 Days";"Facebook";0.13;4144.0;0.7;"Los Angeles";10435;32428;9;"2022-06-28";"Cozy Corners";"Female";"45-60";32.18
904034;"Brand Awareness";"30 Days";"Pinterest";0.01;4149.36;0.52;"New York";6138;20968;1;"2022-10-04";"Cozy Corners";"Male";"45-60";29.27
547752;"Brand Awareness";"30 Days";"Twitter";0.06;4153.66;6.06;"Miami";10464;32516;3;"2022-04-18";"Cozy Corners";"Female";"35-44";32.18
214363;"Brand Awareness";"30 Days";"Pinterest";0.05;4153.71;1.34;"New York";6146;20994;1;"2022-11-29";"Cozy Corners";"Male";"45-60";29.28
116134;"Market Expansion";"30 Days";"Instagram";0.05;4159.66;7.13;"Las Vegas";10482;32568;8;"2022-05-01";"Cozy Corners";"Male";"25-34";32.18
439826;"Increase Sales";"30 Days";"Pinterest";0.06;4160.1;1.38;"Los Angeles";6156;21029;1;"2022-02-11";"Cozy Corners";"Male";"25-34";29.27
586970;"Increase Sales";"30 Days";"Facebook";0.09;4166.9;2.74;"Austin";10500;32621;8;"2022-08-08";"Cozy Corners";"Female";"18-24";32.19
442653;"Product Launch";"30 Days";"Twitter";0.01;4168.3;1.38;"Miami";10504;32633;5;"2022-04-18";"Cozy Corners";"Female";"35-44";32.19
857522;"Brand Awareness";"30 Days";"Instagram";0.11;4168.36;6.79;"Las Vegas";10504;32634;4;"2022-11-02";"Cozy Corners";"Female";"35-44";32.19
512172;"Market Expansion";"30 Days";"Twitter";0.14;4169.72;3.17;"Los Angeles";10507;32642;7;"2022-01-19";"Cozy Corners";"Male";"45-60";32.19
909932;"Market Expansion";"30 Days";"Facebook";0.04;4170.75;5.86;"Miami";10510;32651;10;"2022-02-27";"Cozy Corners";"Female";"18-24";32.19
370575;"Market Expansion";"30 Days";"Pinterest";0.07;4172.29;1.07;"Las Vegas";6174;21087;1;"2022-08-26";"Cozy Corners";"Male";"25-34";29.28
233700;"Increase Sales";"30 Days";"Instagram";0.02;4176.73;1.54;"Los Angeles";10527;32700;5;"2022-12-19";"Cozy Corners";"Both";"All ages";32.19
408176;"Brand Awareness";"30 Days";"Twitter";0.08;4177.65;3.47;"Austin";10529;32706;4;"2022-01-17";"Cozy Corners";"Male";"45-60";32.19
125860;"Market Expansion";"30 Days";"Pinterest";0.08;4180.23;0.33;"New York";6186;21126;1;"2022-11-10";"Cozy Corners";"Male";"18-24";29.28
615532;"Increase Sales";"30 Days";"Instagram";0.15;4181.01;5.45;"Los Angeles";10537;32730;4;"2022-08-01";"Cozy Corners";"Both";"All ages";32.19
115529;"Market Expansion";"30 Days";"Twitter";0.12;4181.54;4.93;"Las Vegas";10538;32734;1;"2022-05-17";"Cozy Corners";"Male";"35-44";32.19
477849;"Increase Sales";"30 Days";"Twitter";0.04;4186.48;1.76;"New York";10550;32770;8;"2022-12-27";"Cozy Corners";"Male";"45-60";32.19
271941;"Increase Sales";"30 Days";"Instagram";0.13;4187.46;2.03;"Los Angeles";10553;32778;8;"2022-03-12";"Cozy Corners";"Male";"25-34";32.2
863129;"Increase Sales";"30 Days";"Instagram";0.05;4189.86;7.88;"Los Angeles";10558;32792;7;"2022-12-14";"Cozy Corners";"Female";"18-24";32.2
395883;"Brand Awareness";"30 Days";"Twitter";0.09;4190.23;5.31;"Las Vegas";10558;32794;8;"2022-06-29";"Cozy Corners";"Male";"25-34";32.19
388123;"Market Expansion";"30 Days";"Facebook";0.08;4193.03;6.13;"Austin";10567;32821;5;"2022-10-20";"Cozy Corners";"Female";"35-44";32.2
963379;"Market Expansion";"30 Days";"Facebook";0.03;4194.62;3.47;"Austin";10572;32833;6;"2022-01-31";"Cozy Corners";"Female";"18-24";32.2
938714;"Increase Sales";"30 Days";"Facebook";0.12;4194.78;2.75;"Los Angeles";10572;32836;6;"2022-08-09";"Cozy Corners";"Female";"45-60";32.2
925248;"Brand Awareness";"30 Days";"Instagram";0.08;4199.13;4.71;"Austin";10585;32872;1;"2022-05-04";"Cozy Corners";"Male";"25-34";32.2
203010;"Market Expansion";"30 Days";"Instagram";0.12;4199.32;1.36;"New York";10585;32874;4;"2022-09-10";"Cozy Corners";"Male";"18-24";32.2
456819;"Increase Sales";"30 Days";"Pinterest";0.08;4200.53;0.85;"New York";6219;21232;1;"2022-02-11";"Cozy Corners";"Male";"18-24";29.29
182529;"Brand Awareness";"30 Days";"Pinterest";0.03;4203.33;1.03;"Las Vegas";6223;21245;1;"2022-05-01";"Cozy Corners";"Female";"18-24";29.29
934764;"Increase Sales";"30 Days";"Pinterest";0.03;4204.22;0.95;"Las Vegas";6225;21250;1;"2022-09-16";"Cozy Corners";"Male";"18-24";29.29
254246;"Brand Awareness";"30 Days";"Instagram";0.08;4204.35;5.22;"Las Vegas";10599;32914;3;"2022-03-12";"Cozy Corners";"Female";"18-24";32.2
258058;"Increase Sales";"30 Days";"Instagram";0.08;4207.76;0.79;"Austin";10609;32945;1;"2022-03-18";"Cozy Corners";"Female";"45-60";32.2
917509;"Increase Sales";"30 Days";"Pinterest";0.05;4210.21;0.99;"Las Vegas";6234;21281;1;"2022-06-09";"Cozy Corners";"Both";"All ages";29.29
750288;"Increase Sales";"30 Days";"Pinterest";0.13;4211.66;0.63;"Las Vegas";6236;21288;1;"2022-06-28";"Cozy Corners";"Male";"35-44";29.29
594953;"Increase Sales";"30 Days";"Instagram";0.09;4214.16;1.92;"New York";10626;32996;4;"2022-09-05";"Cozy Corners";"Female";"45-60";32.2
810341;"Brand Awareness";"30 Days";"Twitter";0.13;4214.38;7.37;"Las Vegas";10627;32998;5;"2022-02-01";"Cozy Corners";"Male";"45-60";32.2
542173;"Product Launch";"30 Days";"Pinterest";0.07;4214.65;0.61;"Austin";6242;21307;1;"2022-05-18";"Cozy Corners";"Male";"18-24";29.3
969054;"Brand Awareness";"30 Days";"Instagram";0.11;4216.82;0.86;"Austin";10635;33020;2;"2022-03-08";"Cozy Corners";"Female";"45-60";32.21
555311;"Brand Awareness";"30 Days";"Instagram";0.1;4217.2;6.42;"Austin";10636;33025;2;"2022-08-30";"Cozy Corners";"Male";"45-60";32.21
236758;"Product Launch";"30 Days";"Facebook";0.14;4218.96;0.6;"Los Angeles";10643;33046;7;"2022-10-29";"Cozy Corners";"Male";"18-24";32.21
697404;"Increase Sales";"30 Days";"Twitter";0.09;4224.3;3.44;"Austin";10660;33096;7;"2022-04-19";"Cozy Corners";"Female";"35-44";32.21
830186;"Brand Awareness";"30 Days";"Pinterest";0.11;4225.9;0.86;"Miami";6263;21375;1;"2022-08-28";"Cozy Corners";"Male";"25-34";29.3
538099;"Market Expansion";"30 Days";"Facebook";0.08;4228.11;3.12;"Miami";10671;33128;2;"2022-11-15";"Cozy Corners";"Female";"35-44";32.21
515510;"Product Launch";"30 Days";"Instagram";0.02;4228.4;3.3;"Austin";10672;33131;9;"2022-09-02";"Cozy Corners";"Male";"45-60";32.21
473442;"Product Launch";"30 Days";"Twitter";0.07;4232.33;5.81;"Las Vegas";10683;33162;9;"2022-01-25";"Cozy Corners";"Female";"18-24";32.21
611023;"Market Expansion";"30 Days";"Facebook";0.06;4233.13;4.29;"Las Vegas";10686;33172;6;"2022-07-12";"Cozy Corners";"Male";"45-60";32.21
259273;"Market Expansion";"30 Days";"Twitter";0.14;4233.9;7.62;"Las Vegas";10688;33179;4;"2022-02-08";"Cozy Corners";"Male";"35-44";32.21
529195;"Market Expansion";"30 Days";"Pinterest";0.08;4236.2;0.86;"Los Angeles";6281;21434;1;"2022-12-29";"Cozy Corners";"Female";"45-60";29.3
391826;"Product Launch";"30 Days";"Facebook";0.11;4236.99;0.17;"Miami";10697;33205;7;"2022-08-19";"Cozy Corners";"Male";"45-60";32.22
635420;"Brand Awareness";"30 Days";"Twitter";0.08;4239.72;3.56;"Los Angeles";10704;33226;10;"2022-09-15";"Cozy Corners";"Male";"18-24";32.22
797073;"Brand Awareness";"30 Days";"Instagram";0.08;4240.63;4.6;"Los Angeles";10706;33232;9;"2022-10-22";"Cozy Corners";"Male";"45-60";32.22
103059;"Brand Awareness";"30 Days";"Pinterest";0.08;4248.45;0.29;"Las Vegas";6300;21496;1;"2022-09-24";"Cozy Corners";"Both";"All ages";29.31
124801;"Increase Sales";"30 Days";"Pinterest";0.11;4251.07;0.81;"Miami";6303;21507;1;"2022-04-11";"Cozy Corners";"Male";"45-60";29.31
232774;"Product Launch";"30 Days";"Pinterest";0.08;4253.94;0.01;"New York";6307;21519;1;"2022-05-13";"Cozy Corners";"Both";"All ages";29.31
226871;"Brand Awareness";"30 Days";"Instagram";0.14;4260.64;3.25;"Miami";10756;33379;9;"2022-08-05";"Cozy Corners";"Female";"25-34";32.22
750471;"Market Expansion";"30 Days";"Facebook";0.04;4262.3;3.07;"Los Angeles";10762;33396;3;"2022-05-28";"Cozy Corners";"Male";"25-34";32.23
576152;"Brand Awareness";"30 Days";"Facebook";0.11;4264.32;7.69;"Los Angeles";10767;33411;6;"2022-10-06";"Cozy Corners";"Male";"45-60";32.23
586219;"Product Launch";"30 Days";"Pinterest";0.13;4265.5;0.02;"Austin";6325;21578;1;"2022-03-06";"Cozy Corners";"Female";"25-34";29.31
365895;"Product Launch";"30 Days";"Facebook";0.07;4265.59;5.16;"New York";10770;33422;9;"2022-10-26";"Cozy Corners";"Male";"45-60";32.22
522645;"Brand Awareness";"30 Days";"Instagram";0.06;4267.51;5.55;"New York";10775;33437;6;"2022-08-24";"Cozy Corners";"Female";"25-34";32.22
370468;"Market Expansion";"30 Days";"Instagram";0.08;4271.97;1.45;"Los Angeles";10788;33473;4;"2022-03-18";"Cozy Corners";"Male";"18-24";32.23
918789;"Increase Sales";"30 Days";"Instagram";0.03;4273.48;5.27;"Austin";10793;33488;9;"2022-01-28";"Cozy Corners";"Female";"25-34";32.23
868231;"Product Launch";"30 Days";"Twitter";0.11;4282.01;5.79;"New York";10816;33557;9;"2022-01-01";"Cozy Corners";"Female";"45-60";32.23
549283;"Market Expansion";"30 Days";"Pinterest";0.03;4289.8;1.15;"Miami";6365;21707;1;"2022-08-02";"Cozy Corners";"Female";"25-34";29.32
797374;"Product Launch";"30 Days";"Twitter";0.11;4290.11;0.97;"Las Vegas";10839;33624;7;"2022-09-13";"Cozy Corners";"Female";"35-44";32.24
250822;"Increase Sales";"30 Days";"Twitter";0.01;4290.59;7.86;"New York";10840;33628;7;"2022-04-18";"Cozy Corners";"Male";"35-44";32.24
512050;"Increase Sales";"30 Days";"Instagram";0.15;4291.78;2.07;"Las Vegas";10843;33638;1;"2022-10-16";"Cozy Corners";"Male";"25-34";32.23
769008;"Increase Sales";"30 Days";"Instagram";0.11;4293.24;2.76;"New York";10848;33652;10;"2022-11-04";"Cozy Corners";"Male";"18-24";32.24
192057;"Increase Sales";"30 Days";"Facebook";0.01;4295.62;1.65;"Las Vegas";10854;33670;5;"2022-09-26";"Cozy Corners";"Female";"18-24";32.24
935083;"Increase Sales";"30 Days";"Pinterest";0.05;4297.16;0.23;"New York";6377;21747;1;"2022-11-16";"Cozy Corners";"Female";"18-24";29.32
274493;"Brand Awareness";"30 Days";"Twitter";0.11;4297.2;5.87;"Las Vegas";10859;33685;1;"2022-11-29";"Cozy Corners";"Female";"25-34";32.24
514364;"Increase Sales";"30 Days";"Pinterest";0.12;4307.96;0.48;"Las Vegas";6394;21804;1;"2022-02-15";"Cozy Corners";"Male";"35-44";29.32
153316;"Product Launch";"30 Days";"Pinterest";0.13;4313.33;0.33;"Los Angeles";6402;21828;1;"2022-09-09";"Cozy Corners";"Male";"35-44";29.33
802097;"Increase Sales";"30 Days";"Pinterest";0.05;4319.66;0.72;"Miami";6411;21859;1;"2022-12-01";"Cozy Corners";"Male";"25-34";29.33
667673;"Product Launch";"30 Days";"Instagram";0.14;4321.85;4.33;"New York";10922;33870;9;"2022-05-10";"Cozy Corners";"Male";"18-24";32.25
921813;"Increase Sales";"30 Days";"Pinterest";0.09;4332.76;1.27;"Austin";6431;21922;1;"2022-09-29";"Cozy Corners";"Both";"All ages";29.34
133599;"Brand Awareness";"30 Days";"Facebook";0.12;4332.81;6.22;"New York";10951;33956;4;"2022-06-29";"Cozy Corners";"Female";"25-34";32.25
448377;"Increase Sales";"30 Days";"Instagram";0.11;4334.79;2.62;"Miami";10955;33970;6;"2022-03-03";"Cozy Corners";"Both";"All ages";32.25
942644;"Product Launch";"30 Days";"Twitter";0.15;4335.51;0.32;"Austin";10957;33976;1;"2022-12-30";"Cozy Corners";"Female";"18-24";32.25
962326;"Increase Sales";"30 Days";"Pinterest";0.1;4341.29;0.73;"Las Vegas";6445;21967;1;"2022-12-28";"Cozy Corners";"Female";"45-60";29.34
438969;"Market Expansion";"30 Days";"Twitter";0.05;4345.4;0.98;"New York";10985;34056;5;"2022-09-30";"Cozy Corners";"Both";"All ages";32.26
784822;"Market Expansion";"30 Days";"Facebook";0.09;4348.36;2.27;"Miami";10993;34082;7;"2022-04-16";"Cozy Corners";"Male";"18-24";32.25
162674;"Market Expansion";"30 Days";"Facebook";0.02;4348.59;7.95;"Los Angeles";10994;34083;6;"2022-12-17";"Cozy Corners";"Male";"18-24";32.26
553430;"Product Launch";"30 Days";"Facebook";0.13;4350.7;4.68;"Austin";10999;34099;1;"2022-12-10";"Cozy Corners";"Female";"45-60";32.26
667922;"Increase Sales";"30 Days";"Facebook";0.04;4353.38;1.34;"Las Vegas";11006;34119;5;"2022-09-29";"Cozy Corners";"Male";"25-34";32.26
229686;"Brand Awareness";"30 Days";"Facebook";0.14;4354.53;6.13;"New York";11008;34127;1;"2022-10-23";"Cozy Corners";"Male";"25-34";32.26
596574;"Product Launch";"30 Days";"Pinterest";0.04;4354.85;0.58;"Los Angeles";6465;22035;1;"2022-06-02";"Cozy Corners";"Female";"25-34";29.34
997572;"Brand Awareness";"30 Days";"Facebook";0.07;4355.69;2.84;"Los Angeles";11011;34135;3;"2022-09-19";"Cozy Corners";"Female";"35-44";32.26
425897;"Increase Sales";"30 Days";"Twitter";0.05;4357.24;0.68;"Las Vegas";11015;34148;6;"2022-11-26";"Cozy Corners";"Female";"25-34";32.26
733598;"Market Expansion";"30 Days";"Twitter";0.14;4359.32;0.64;"Las Vegas";11022;34167;1;"2022-05-22";"Cozy Corners";"Male";"45-60";32.26
982656;"Brand Awareness";"30 Days";"Facebook";0.12;4359.73;2.62;"Los Angeles";11023;34169;4;"2022-08-29";"Cozy Corners";"Female";"45-60";32.26
849524;"Brand Awareness";"30 Days";"Twitter";0.02;4366.47;5.33;"Austin";11040;34220;9;"2022-11-21";"Cozy Corners";"Female";"25-34";32.26
349157;"Increase Sales";"30 Days";"Pinterest";0.07;4367.9;1.19;"Austin";6486;22102;1;"2022-01-13";"Cozy Corners";"Female";"18-24";29.35
756021;"Brand Awareness";"30 Days";"Pinterest";0.01;4368.36;0.45;"Las Vegas";6487;22106;1;"2022-06-21";"Cozy Corners";"Male";"35-44";29.34
161531;"Brand Awareness";"30 Days";"Facebook";0.03;4368.44;5.23;"Las Vegas";11047;34241;7;"2022-06-12";"Cozy Corners";"Male";"35-44";32.26
368012;"Increase Sales";"30 Days";"Pinterest";0.09;4373.74;0.21;"New York";6497;22137;1;"2022-01-18";"Cozy Corners";"Female";"45-60";29.35
138326;"Product Launch";"30 Days";"Instagram";0.04;4375.82;4.5;"Las Vegas";11069;34307;9;"2022-10-11";"Cozy Corners";"Female";"25-34";32.26
522948;"Product Launch";"30 Days";"Facebook";0.08;4383.64;4.88;"Los Angeles";11092;34375;4;"2022-06-25";"Cozy Corners";"Male";"18-24";32.27
253281;"Market Expansion";"30 Days";"Twitter";0.09;4389.86;6.8;"Miami";11106;34417;7;"2022-03-07";"Cozy Corners";"Female";"45-60";32.27
622909;"Increase Sales";"30 Days";"Pinterest";0.09;4394.12;0.45;"Miami";6530;22246;1;"2022-08-05";"Cozy Corners";"Male";"25-34";29.35
611788;"Product Launch";"30 Days";"Facebook";0.14;4394.51;7.39;"Austin";11121;34461;8;"2022-12-27";"Cozy Corners";"Both";"All ages";32.27
967406;"Brand Awareness";"30 Days";"Twitter";0.06;4394.64;7.57;"Los Angeles";11122;34463;5;"2022-07-06";"Cozy Corners";"Female";"35-44";32.27
757174;"Brand Awareness";"30 Days";"Pinterest";0.03;4400.86;0.09;"Austin";6542;22283;1;"2022-06-08";"Cozy Corners";"Male";"18-24";29.36
251391;"Market Expansion";"30 Days";"Facebook";0.15;4402.05;3.12;"Miami";11142;34523;2;"2022-03-18";"Cozy Corners";"Female";"25-34";32.27
581880;"Increase Sales";"30 Days";"Instagram";0.12;4405.59;2.89;"Miami";11152;34553;6;"2022-09-09";"Cozy Corners";"Female";"45-60";32.28
464478;"Brand Awareness";"30 Days";"Twitter";0.09;4405.66;1.0;"Miami";11152;34553;7;"2022-09-23";"Cozy Corners";"Female";"18-24";32.28
759482;"Product Launch";"30 Days";"Facebook";0.08;4406.12;6.97;"Miami";11154;34557;10;"2022-10-10";"Cozy Corners";"Both";"All ages";32.28
337957;"Increase Sales";"30 Days";"Twitter";0.09;4407.46;7.5;"Las Vegas";11158;34569;10;"2022-01-11";"Cozy Corners";"Female";"25-34";32.28
577049;"Brand Awareness";"30 Days";"Facebook";0.14;4410.32;0.03;"Las Vegas";11165;34592;7;"2022-09-21";"Cozy Corners";"Male";"18-24";32.28
760282;"Market Expansion";"30 Days";"Instagram";0.08;4412.31;6.12;"New York";11171;34608;8;"2022-03-13";"Cozy Corners";"Male";"35-44";32.28
668305;"Increase Sales";"30 Days";"Facebook";0.15;4412.89;2.3;"New York";11173;34614;4;"2022-07-25";"Cozy Corners";"Female";"25-34";32.28
273887;"Market Expansion";"30 Days";"Facebook";0.08;4419.05;6.44;"Austin";11187;34656;3;"2022-01-28";"Cozy Corners";"Female";"35-44";32.28
992215;"Brand Awareness";"30 Days";"Facebook";0.14;4419.58;7.62;"Las Vegas";11188;34660;9;"2022-07-11";"Cozy Corners";"Female";"35-44";32.28
663601;"Brand Awareness";"30 Days";"Facebook";0.04;4420.16;4.81;"Las Vegas";11190;34664;3;"2022-12-14";"Cozy Corners";"Male";"18-24";32.28
176973;"Market Expansion";"30 Days";"Facebook";0.05;4420.74;3.23;"Las Vegas";11192;34670;4;"2022-03-12";"Cozy Corners";"Female";"35-44";32.28
507878;"Market Expansion";"30 Days";"Pinterest";0.1;4427.27;0.85;"Los Angeles";6583;22420;1;"2022-01-19";"Cozy Corners";"Male";"25-34";29.36
101449;"Brand Awareness";"30 Days";"Pinterest";0.11;4429.65;0.38;"Miami";6588;22433;1;"2022-10-11";"Cozy Corners";"Female";"45-60";29.37
370326;"Product Launch";"30 Days";"Facebook";0.04;4429.75;0.35;"New York";11218;34748;8;"2022-09-28";"Cozy Corners";"Male";"45-60";32.28
494640;"Market Expansion";"30 Days";"Facebook";0.14;4435.53;7.32;"Las Vegas";11234;34795;8;"2022-02-10";"Cozy Corners";"Female";"25-34";32.29
482096;"Product Launch";"30 Days";"Twitter";0.14;4435.6;1.94;"Austin";11234;34795;4;"2022-02-17";"Cozy Corners";"Female";"35-44";32.29
913401;"Increase Sales";"30 Days";"Twitter";0.09;4436.48;2.48;"Los Angeles";11237;34804;9;"2022-07-17";"Cozy Corners";"Male";"25-34";32.29
357917;"Market Expansion";"30 Days";"Twitter";0.14;4437.04;7.23;"Miami";11238;34807;8;"2022-03-03";"Cozy Corners";"Male";"45-60";32.29
439120;"Market Expansion";"30 Days";"Pinterest";0.09;4440.97;0.78;"Las Vegas";6606;22492;1;"2022-04-23";"Cozy Corners";"Female";"18-24";29.37
472690;"Market Expansion";"30 Days";"Twitter";0.05;4444.25;3.13;"Los Angeles";11256;34861;5;"2022-08-07";"Cozy Corners";"Male";"25-34";32.29
313580;"Product Launch";"30 Days";"Twitter";0.07;4447.2;3.06;"New York";11263;34882;9;"2022-10-05";"Cozy Corners";"Male";"45-60";32.29
351087;"Increase Sales";"30 Days";"Instagram";0.02;4448.6;1.07;"Las Vegas";11267;34893;7;"2022-06-05";"Cozy Corners";"Female";"45-60";32.29
749285;"Increase Sales";"30 Days";"Twitter";0.05;4448.89;2.11;"New York";11268;34895;4;"2022-11-23";"Cozy Corners";"Female";"18-24";32.29
102015;"Product Launch";"30 Days";"Twitter";0.11;4452.63;7.91;"New York";11278;34925;6;"2022-03-07";"Cozy Corners";"Female";"45-60";32.29
653669;"Market Expansion";"30 Days";"Pinterest";0.15;4455.33;1.14;"Las Vegas";6628;22563;1;"2022-01-12";"Cozy Corners";"Male";"25-34";29.38
350162;"Brand Awareness";"30 Days";"Pinterest";0.04;4457.58;1.07;"New York";6631;22575;1;"2022-03-16";"Cozy Corners";"Female";"25-34";29.37
175951;"Product Launch";"30 Days";"Pinterest";0.09;4459.56;0.84;"Los Angeles";6635;22586;1;"2022-12-31";"Cozy Corners";"Female";"18-24";29.38
292026;"Brand Awareness";"30 Days";"Instagram";0.08;4464.46;6.34;"Los Angeles";11310;35020;6;"2022-12-12";"Cozy Corners";"Female";"45-60";32.3
792208;"Increase Sales";"30 Days";"Facebook";0.05;4469.07;4.45;"Los Angeles";11325;35063;2;"2022-07-02";"Cozy Corners";"Female";"35-44";32.3
669356;"Market Expansion";"30 Days";"Facebook";0.11;4474.5;7.61;"Las Vegas";11342;35114;1;"2022-04-06";"Cozy Corners";"Female";"35-44";32.3
